scope,spoken_form,action,language_scope,lists_used,source
Global,camera right,key(d),,,games\sanctus_reach.talon
Global,camera up,key(w),,,games\sanctus_reach.talon
Global,camera down,key(s),,,games\sanctus_reach.talon
Global,end turn," mouse_move(1770, 1025) sleep(100ms) mouse_click(0)",,,games\sanctus_reach.talon
Snagit,copy all,key(ctrl-shift-c),,,games\snagit.talon
Snagit,save as,key(ctrl-shift-s),,,games\snagit.talon
Global,win.title,Solitaire & Casual Games,,,games\solitaire_and_casual_games.talon
Global,left card," mouse_move(813, 793) sleep(30ms) mouse_click(0)",,,games\solitaire_and_casual_games.talon
Global,right card," mouse_move(1102, 800) sleep(30ms) mouse_click(0)",,,games\solitaire_and_casual_games.talon
Global,deal,key(d),,,games\solitaire_and_casual_games.talon
StarCraft II,[select] army,key(f2),,,games\starcraft_II.talon
StarCraft II,[select] idle [worker],key(f1),,,games\starcraft_II.talon
StarCraft II,attack [move], key(a) mouse_click(0),,,games\starcraft_II.talon
StarCraft II,all idle [workers],key(ctrl-f1),,,games\starcraft_II.talon
StarCraft II,[select] visible, key(ctrl:down) mouse_click(0),,,games\starcraft_II.talon
StarCraft II,move,mouse_click(1),,,games\starcraft_II.talon
StarCraft II,build,key(b),,,games\starcraft_II.talon
StarCraft II,train SCV,key(s),,,games\starcraft_II.talon
StarCraft II,game <user.arrow_key>, key(arrow_key) key(arrow_key) key(arrow_key) key(arrow_key) key(arrow_key) key(arrow_key) key(arrow_key),,,games\starcraft_II.talon
StarCraft II,fly <user.arrow_key>, key(arrow_key) repeat(20) sleep(50ms) key(arrow_key) repeat(20) sleep(50ms),,,games\starcraft_II.talon
StarCraft II,menu,key(f10),,,games\starcraft_II.talon
StarCraft II,[select] box," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() user.mouse_drag(0) sleep(100ms) mouse_move(position_x + 500, position_y + 500) sleep(500ms) mouse_click(0)",,,games\starcraft_II.talon
StarCraft II,take [all]," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) ",,,games\starcraft_II.talon
steeldivision2.exe,camera left, key(a:down) sleep(100ms) key(a:up),,,games\steel_division_2.talon
steeldivision2.exe,camera right, key(d:down) sleep(100ms) key(d:up),,,games\steel_division_2.talon
steeldivision2.exe,camera up, key(w:down) sleep(100ms) key(w:up),,,games\steel_division_2.talon
steeldivision2.exe,camera down, key(s:down) sleep(100ms) key(s:up),,,games\steel_division_2.talon
steeldivision2.exe,camera left big, key(a:down) sleep(500ms) key(a:up),,,games\steel_division_2.talon
steeldivision2.exe,camera right big, key(d:down) sleep(500ms) key(d:up),,,games\steel_division_2.talon
steeldivision2.exe,camera up big, key(w:down) sleep(500ms) key(w:up),,,games\steel_division_2.talon
steeldivision2.exe,camera down big, key(s:down) sleep(500ms) key(s:up),,,games\steel_division_2.talon
steeldivision2.exe,spread out,key(x),,,games\steel_division_2.talon
steeldivision2.exe,quick hunt,key(ctrl-a),,,games\steel_division_2.talon
steeldivision2.exe,hunt,key(q),,,games\steel_division_2.talon
steeldivision2.exe,efficient shot,key(ctrl-h),,,games\steel_division_2.talon
steeldivision2.exe,reverse tanks,key(g),,,games\steel_division_2.talon
steeldivision2.exe,six o'clock," mouse_click(1) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y + 200) sleep(700ms) mouse_click(1)",,,games\steel_division_2.talon
steeldivision2.exe,twelve o'clock," mouse_click(1) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y - 200) sleep(700ms) mouse_click(1)",,,games\steel_division_2.talon
steeldivision2.exe,<user.screen_step_one> <user.screen_step_vertical>," mouse_move(screen_step_one, screen_step_vertical) mouse_click(0)",,,games\steel_division_2.talon
steeldivision2.exe,game <user.arrow_key>, key(arrow_key) repeat(100),,,games\steel_division_2.talon
steeldivision2.exe,fly <user.arrow_key>, key(arrow_key) repeat(100) sleep(100ms) key(arrow_key) repeat(100) sleep(100ms) key(arrow_key) repeat(100) sleep(100ms) key(arrow_key) repeat(100) sleep(100ms) key(arrow_key) repeat(100) sleep(100ms) key(arrow_key) repeat(100) sleep(100ms),,,games\steel_division_2.talon
steeldivision2.exe,seize,key(m),,,games\steel_division_2.talon
steeldivision2.exe,flare attack,key(f1),,,games\steel_division_2.talon
steeldivision2.exe,flair defend,key(f2),,,games\steel_division_2.talon
steeldivision2.exe,flare help,key(f3),,,games\steel_division_2.talon
steeldivision2.exe,flair custom message,key(f4),,,games\steel_division_2.talon
steeldivision2.exe,deployment menu,key(`),,,games\steel_division_2.talon
steeldivision2.exe,unit info,key(I),,,games\steel_division_2.talon
steeldivision2.exe,Toggle weapons,key(h),,,games\steel_division_2.talon
steeldivision2.exe,line of sight, key(c:10) key(c:down) sleep(3000ms) key(c:up),,,games\steel_division_2.talon
steeldivision2.exe,stop,key(E),,,games\steel_division_2.talon
steeldivision2.exe,return fire,key(Z),,,games\steel_division_2.talon
steeldivision2.exe,auto cover,key(O),,,games\steel_division_2.talon
steeldivision2.exe,fire at position,key(T),,,games\steel_division_2.talon
steeldivision2.exe,move fast,key(F),,,games\steel_division_2.talon
steeldivision2.exe,attack,key(Q),,,games\steel_division_2.talon
steeldivision2.exe,fast move and attack,kay(N),,,games\steel_division_2.talon
steeldivision2.exe,unload at position,key(Y),,,games\steel_division_2.talon
steeldivision2.exe,smoke at position,key(B),,,games\steel_division_2.talon
steeldivision2.exe,reverse,key(R),,,games\steel_division_2.talon
steeldivision2.exe,unload,key(U),,,games\steel_division_2.talon
steeldivision2.exe,evacuate,key(V),,,games\steel_division_2.talon
steeldivision2.exe,artillery,key(J),,,games\steel_division_2.talon
steeldivision2.exe,fallback,key(R),,,games\steel_division_2.talon
steeldivision2.exe,self destruction,ket(L),,,games\steel_division_2.talon
steeldivision2.exe,move and explode,key(K),,,games\steel_division_2.talon
steeldivision2.exe,toggle bullet time,key(P),,,games\steel_division_2.talon
steeldivision2.exe,hold position,"key(,)",,,games\steel_division_2.talon
steeldivision2.exe,fire at will,key(.),,,games\steel_division_2.talon
steeldivision2.exe,auto strike,key(/),,,games\steel_division_2.talon
steeldivision2.exe,display all orders,key(shift :down),,,games\steel_division_2.talon
steeldivision2.exe,release orders,key(shift :up),,,games\steel_division_2.talon
steeldivision2.exe,zoom out,user.mouse_scroll_down(0.2),,,games\steel_division_2.talon
steeldivision2.exe,zoom right out,user.mouse_scroll_down(50),,,games\steel_division_2.talon
steeldivision2.exe,zoom in,user.mouse_scroll_up(0.2),,,games\steel_division_2.talon
steeldivision2.exe,zoom right in,user.mouse_scroll_up(50),,,games\steel_division_2.talon
steeldivision2.exe,select all," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() #this is not working mouse does not move1 mouse_move(180, 100) sleep(500ms) user.mouse_drag(0) sleep(200ms) mouse_move(1200, 200) sleep(200ms) mouse_move(1370, 1030) sleep(200ms) mouse_click(0)",,,games\steel_division_2.talon
steeldivision2.exe,menu," mouse_move(30, 25) sleep(200ms) mouse_click(0)",,,games\steel_division_2.talon
steeldivision2.exe,recon,"mouse_move(30, 55)",,,games\steel_division_2.talon
steeldivision2.exe,infantry,"mouse_move(30, 85)",,,games\steel_division_2.talon
steeldivision2.exe,tank,"mouse_move(30, 115)",,,games\steel_division_2.talon
steeldivision2.exe,support,"mouse_move(30, 145)",,,games\steel_division_2.talon
steeldivision2.exe,anti-tank,"mouse_move(30, 175)",,,games\steel_division_2.talon
steeldivision2.exe,anti-air,"mouse_move(30, 205)",,,games\steel_division_2.talon
steeldivision2.exe,aircraft,"mouse_move(30, 265)",,,games\steel_division_2.talon
steeldivision2.exe,pause game," mouse_move(1560, 320) sleep(200ms) mouse_click(0)",,,games\steel_division_2.talon
suddenstrike4.exe,settings(), user.mode_indicator_show = 0 # Choose how pop click should work in 'control mouse' mode # 0 = off # 1 = on with eyetracker but not zoom mouse mode # 2 = on but not with zoom mouse mode user.mouse_enable_pop_click = 0 key_hold = 50,,,games\sudden_strike_4.talon
suddenstrike4.exe,single,key(1),,,games\sudden_strike_4.talon
suddenstrike4.exe,pair | pear,key(2),,,games\sudden_strike_4.talon
suddenstrike4.exe,trio,key(3),,,games\sudden_strike_4.talon
suddenstrike4.exe,quartet,key(4),,,games\sudden_strike_4.talon
suddenstrike4.exe,quintet,key(5),,,games\sudden_strike_4.talon
suddenstrike4.exe,sextet,key(6),,,games\sudden_strike_4.talon
suddenstrike4.exe,septet,key(7),,,games\sudden_strike_4.talon
suddenstrike4.exe,octet,key(8),,,games\sudden_strike_4.talon
suddenstrike4.exe,nonet,key(9),,,games\sudden_strike_4.talon
suddenstrike4.exe,decade,key(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,expand, key(shift:down) sleep(100ms) mouse_click(0) sleep(100ms) key(shift:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,expand <user.number_string>, key(number_string) sleep(100ms) key(shift:down) sleep(100ms) mouse_click(0) sleep(100ms) key(shift:up) sleep(100ms) key(ctrl:down) key(number_string) key(ctrl:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,path, key(shift:down) sleep(100ms) mouse_click(1) sleep(100ms) key(shift:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,antitank, key(x) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,attack, key(a) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,attack ground, key(g) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,ground attack, key(f2) sleep(100ms),,,games\sudden_strike_4.talon
suddenstrike4.exe,build bridge,key(x),,,games\sudden_strike_4.talon
suddenstrike4.exe,camera reset,key(k),,,games\sudden_strike_4.talon
suddenstrike4.exe,diffuse mine, key(c) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,fire at will,key(q),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) one, key(1) sleep(100ms) key(1),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) two, key(2) sleep(100ms) key(2),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) three, key(3) sleep(100ms) key(3),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) four, key(4) sleep(100ms) key(4),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) five, key(5) sleep(100ms) key(5),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) six, key(6) sleep(100ms) key(6),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) seven, key(7) sleep(100ms) key(7),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) eight, key(8) sleep(100ms) key(8),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) nine, key(9) sleep(100ms) key(9),,,games\sudden_strike_4.talon
suddenstrike4.exe,(follow | focus) zero, key(0) sleep(100ms) key(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,go back, key(w) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,grenade, key(v) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,grenade <number_small>, key(v) repeat(number_small-1),,,games\sudden_strike_4.talon
suddenstrike4.exe,heavy bomber, key(f4) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,six o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y + 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,twelve o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y - 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,nine o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 200, position_y) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,three o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 200, position_y) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,one o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 66, position_y - 132) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,two o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 132, position_y - 66) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,four o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 132, position_y + 66) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,five o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 132, position_y + 66) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,seven o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 66, position_y + 132) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,eight o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 132, position_y + 66) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,ten o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 132, position_y - 66) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,eleven o'clock," mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 66, position_y - 132) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,improved armour, key(v) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,lay mine, key(x) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,(laydown) | (standup),key(w),,,games\sudden_strike_4.talon
suddenstrike4.exe,objectives," mouse_move(1370, 150) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,open hatch,key(c),,,games\sudden_strike_4.talon
suddenstrike4.exe,paratroops, key(f5) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,pause,key(space),,,games\sudden_strike_4.talon
suddenstrike4.exe,spacy,key(space:6),,,games\sudden_strike_4.talon
suddenstrike4.exe,space,key(space),,,games\sudden_strike_4.talon
suddenstrike4.exe,<user.screen_step_screen_one> <user.screen_step_screen_one_vertical>," mouse_move(screen_step_screen_one, screen_step_screen_one_vertical)",,,games\sudden_strike_4.talon
suddenstrike4.exe,(fortify) | (sandbags),key(f),,,games\sudden_strike_4.talon
suddenstrike4.exe,repair,key(y),,,games\sudden_strike_4.talon
suddenstrike4.exe,resupply,key(h),,,games\sudden_strike_4.talon
suddenstrike4.exe,(right click | move here),mouse_click(1),,,games\sudden_strike_4.talon
suddenstrike4.exe,rotate left, key(o) sleep(100ms) key(o) sleep(100ms) key(o) sleep(100ms) key(o),,,games\sudden_strike_4.talon
suddenstrike4.exe,rotate right, key(i) sleep(100ms) key(i) sleep(100ms) key(i) sleep(100ms) key(i),,,games\sudden_strike_4.talon
suddenstrike4.exe,scatter,key(f),,,games\sudden_strike_4.talon
suddenstrike4.exe,squad <user.number_string>,key(number_string),,,games\sudden_strike_4.talon
suddenstrike4.exe,stand up,key(w),,,games\sudden_strike_4.talon
suddenstrike4.exe,stop,key(s),,,games\sudden_strike_4.talon
suddenstrike4.exe,unload,"key(,)",,,games\sudden_strike_4.talon
suddenstrike4.exe,recon, key(f3) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,reverse, key(w) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,save game,key(ctrl-f7),,,games\sudden_strike_4.talon
suddenstrike4.exe,take [all]," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take one," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take two," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-2)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take three," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-3)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take four," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-4)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take five," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-5)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take six," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-6)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take seven," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-7)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take eight," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-8)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take nine," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-9)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take zero," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1650, 979) sleep(100ms) mouse_click(0) sleep(800ms) key(ctrl-0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,select middle," mouse_move(550, 350) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(1650, 250) sleep(100ms) mouse_move(1100, 650) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,select top left," mouse_move(110, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(820, 250) sleep(100ms) mouse_move(820, 450) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,select top right," mouse_move(1650, 10) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(820, 250) sleep(100ms) mouse_move(820, 450) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,select bottom left," mouse_move(20, 1030) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(820, 250) sleep(100ms) mouse_move(750, 500) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,select bottom right," mouse_move(1650, 1030) sleep(100ms) user.mouse_drag(0) sleep(100ms) mouse_move(820, 250) sleep(100ms) mouse_move(820, 450) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,smoke, key(h) sleep(100ms) mouse_click(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,zoom out, user.mouse_scroll_down(5000) user.mouse_scroll_down(5000) user.mouse_scroll_down(5000) user.mouse_scroll_down(5000) user.mouse_scroll_down(5000) user.mouse_scroll_down(5000),,,games\sudden_strike_4.talon
suddenstrike4.exe,zoom, user.mouse_scroll_up(5000) user.mouse_scroll_up(5000) user.mouse_scroll_up(5000) user.mouse_scroll_up(5000) user.mouse_scroll_up(5000) user.mouse_scroll_up(5000),,,games\sudden_strike_4.talon
suddenstrike4.exe,game <user.arrow_key>, key(arrow_key) repeat(8),,,games\sudden_strike_4.talon
suddenstrike4.exe,fly <user.arrow_key>, key(arrow_key) repeat(7) sleep(50ms) key(arrow_key) repeat(7) sleep(50ms) key(arrow_key) repeat(7) sleep(50ms),,,games\sudden_strike_4.talon
suddenstrike4.exe,select box," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() user.mouse_drag(0) sleep(100ms) mouse_move(position_x + 500, position_y + 500) sleep(500ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,select box above," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() user.mouse_drag(0) sleep(100ms) mouse_move(position_x - 500, position_y - 500) sleep(500ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit one," mouse_move(530, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit two," mouse_move(530+60, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit three," mouse_move(530+120, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit four," mouse_move(530+180, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit five," mouse_move(530+240, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit six," mouse_move(530+300, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit seven," mouse_move(530+360, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit eight," mouse_move(530+420, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit nine," mouse_move(530+490, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit ten," mouse_move(530+550, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit eleven," mouse_move(530+610, 920) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit twelve," mouse_move(530, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit thirteen," mouse_move(530+62, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit fourteen," mouse_move(530+124, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit fifteen," mouse_move(530+186, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit sixteen," mouse_move(530+248, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit seventeen," mouse_move(530+310, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit eighteen," mouse_move(530+372, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit nineteen," mouse_move(530+434, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit twenty," mouse_move(530+496, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit twenty one," mouse_move(530+558, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,take unit twenty two," mouse_move(530+620, 980) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go west," mouse_move(350, 500) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 200, position_y) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go east," mouse_move(1200, 550) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 200, position_y) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go north," mouse_move(800, 400) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y - 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go south," mouse_move(800, 800) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y + 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go northeast," mouse_move(1000, 400) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 200, position_y - 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go northwest," mouse_move(600, 400) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 200, position_y - 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go southeast," mouse_move(1000, 800) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 200, position_y + 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,go southwest," mouse_move(600, 800) mouse_click(1) sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 200, position_y + 200) sleep(700ms) mouse_click(1)",,,games\sudden_strike_4.talon
suddenstrike4.exe,centre," mouse_move(800, 500)",,,games\sudden_strike_4.talon
suddenstrike4.exe,campaigns," mouse_move(200, 350) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
